利用日,顧客番号,用途,利用金額
2020-03-16,11909,飲食店,9025
2020-03-16,11909,百貨店,60025
2020-03-16,13526,通信販売,75625
2020-03-16,12663,旅行代理店,75076
2020-03-16,18463,飲食店,3249
2020-03-16,18463,百貨店,10609
2020-03-16,12349,飲食店,87616
2020-03-16,12349,百貨店,39204
2020-03-16,14831,宿泊施設,25600
2020-03-16,17133,旅行代理店,28900
2020-03-16,15680,航空会社,12100
2020-03-16,11658,飲食店,2809
2020-03-16,16183,旅行代理店,3025
2020-03-16,18660,ETC,3600
2020-03-16,18660,宿泊施設,83521
2020-03-16,17100,飲食店,14400
2020-03-16,17100,百貨店,46656
2020-03-16,18894,百貨店,78961
2020-03-16,18981,飲食店,4356
2020-03-16,18981,百貨店,11025
2020-03-16,17516,飲食店,25600
2020-03-16,17516,百貨店,42025
2020-03-16,16574,航空会社,16641
2020-03-16,15085,飲食店,14884
2020-03-16,11604,宿泊施設,54756
2020-03-16,18076,ETC,8100
2020-03-16,18076,宿泊施設,22201
2020-03-16,10358,飲食店,57600
2020-03-16,10358,百貨店,7744
2020-03-16,18785,飲食店,17424
2020-03-16,12083,百貨店,67600
2020-03-16,15792,通信販売,92416
2020-03-16,15704,宿泊施設,19600
2020-03-16,14647,ETC,21609
2020-03-16,14647,宿泊施設,8100
2020-03-16,18791,飲食店,1369
2020-03-16,11540,ETC,7056
2020-03-16,11540,宿泊施設,81796
2020-03-16,11456,飲食店,26896
2020-03-16,11456,百貨店,66049
2020-03-16,15905,航空会社,30625
2020-03-16,13501,航空会社,18496
2020-03-16,18745,通信販売,87616
2020-03-16,16086,旅行代理店,36864
2020-03-16,12108,飲食店,8100
2020-03-16,12108,百貨店,52900
2020-03-16,10690,飲食店,104976
2020-03-16,11258,宿泊施設,24964
2020-03-16,12123,ETC,104329
2020-03-16,12123,宿泊施設,31329
2020-03-16,14309,飲食店,6724
2020-03-16,14263,ETC,61009
2020-03-16,10561,飲食店,20449
2020-03-16,17750,飲食店,11664
2020-03-16,17750,百貨店,67600
2020-03-16,14557,通信販売,31684
2020-03-16,14169,ETC,71289
2020-03-16,11479,航空会社,961
2020-03-16,15570,航空会社,18769
2020-03-16,12408,飲食店,108241
2020-03-16,12408,百貨店,24964
2020-03-16,11349,百貨店,96100
2020-03-16,17092,百貨店,102400
2020-03-16,17808,百貨店,6241
2020-03-16,13643,旅行代理店,2916
2020-03-16,17749,飲食店,38416
2020-03-16,17749,百貨店,15129
2020-03-16,14886,航空会社,100489
2020-03-16,11226,航空会社,31329
2020-03-16,17665,航空会社,104976
2020-03-16,10702,ETC,68644
2020-03-16,10702,宿泊施設,63001
2020-03-16,13481,百貨店,7569
2020-03-16,13268,航空会社,4489
2020-03-16,12048,航空会社,6561
2020-03-16,11703,航空会社,102400
2020-03-16,14551,宿泊施設,9409
2020-03-16,11865,宿泊施設,42025
2020-03-16,17643,飲食店,60025
2020-03-16,13876,ETC,2116
2020-03-16,16184,旅行代理店,6561
2020-03-16,14328,宿泊施設,60516
2020-03-16,16810,通信販売,46225
2020-03-16,13377,ETC,5041
2020-03-16,13377,宿泊施設,56169
2020-03-17,14239,百貨店,12321
2020-03-17,10437,航空会社,107584
2020-03-17,13611,百貨店,75076
2020-03-17,11162,ETC,61009
2020-03-17,11162,宿泊施設,29929
2020-03-17,10666,飲食店,45369
2020-03-17,11713,ETC,41616
2020-03-17,11713,宿泊施設,2500
2020-03-17,12454,航空会社,13924
2020-03-17,14480,航空会社,19881
2020-03-17,13887,宿泊施設,48841
2020-03-17,16940,飲食店,7744
2020-03-17,16940,百貨店,36481
2020-03-17,15383,旅行代理店,11664
2020-03-17,15924,航空会社,107584
2020-03-17,12868,通信販売,64516
2020-03-17,14175,航空会社,11236
2020-03-17,15533,通信販売,2209
2020-03-17,18300,百貨店,72900
2020-03-17,15280,航空会社,7744
2020-03-17,16486,飲食店,56644
2020-03-17,16486,百貨店,8836
2020-03-17,12935,飲食店,78961
2020-03-17,10715,百貨店,2704
2020-03-17,17462,百貨店,12769
2020-03-17,14562,通信販売,28900
2020-03-17,11594,ETC,32041
2020-03-17,11594,宿泊施設,20449
2020-03-17,13672,通信販売,21904
2020-03-17,10522,飲食店,70756
2020-03-17,10522,百貨店,40804
2020-03-17,10886,飲食店,54289
2020-03-17,18053,ETC,51076
2020-03-17,18053,宿泊施設,22201
2020-03-17,17854,航空会社,25600
2020-03-17,13057,通信販売,103684
2020-03-17,15791,飲食店,69696
2020-03-17,18056,航空会社,38416
2020-03-17,15199,航空会社,101761
2020-03-17,16561,ETC,70756
2020-03-17,17858,百貨店,94249
2020-03-17,13506,ETC,45369
2020-03-17,10845,百貨店,23716
2020-03-17,11315,ETC,79524
2020-03-17,11315,宿泊施設,77284
2020-03-17,12150,航空会社,101761
2020-03-17,10649,通信販売,21904
2020-03-17,18677,通信販売,30625
2020-03-17,14895,宿泊施設,28561
2020-03-17,12269,旅行代理店,35344
2020-03-17,12001,ETC,54289
2020-03-17,12001,宿泊施設,1936
2020-03-17,11854,百貨店,47961
2020-03-17,11997,通信販売,84681
2020-03-17,10837,宿泊施設,45369
2020-03-17,12067,飲食店,18225
2020-03-17,12067,百貨店,31329
2020-03-17,15658,通信販売,87025
2020-03-17,14944,旅行代理店,31684
2020-03-17,11405,飲食店,46225
2020-03-17,11405,百貨店,12769
2020-03-17,12367,航空会社,3481
2020-03-17,15542,旅行代理店,20164
2020-03-17,14895,飲食店,3364
2020-03-17,14895,百貨店,17161
2020-03-17,14530,飲食店,97344
2020-03-17,14530,百貨店,37636
2020-03-17,18378,通信販売,107584
2020-03-17,18774,通信販売,49729
2020-03-17,17124,ETC,3136
2020-03-17,17124,宿泊施設,2209
2020-03-17,13053,飲食店,24025
2020-03-17,13053,百貨店,79524
2020-03-17,16794,飲食店,9801
2020-03-17,16794,百貨店,1936
2020-03-17,12257,飲食店,83521
2020-03-17,11357,航空会社,4356
2020-03-17,10053,ETC,15376
2020-03-17,10053,宿泊施設,7569
2020-03-17,14308,航空会社,6724
2020-03-17,18325,百貨店,106929
2020-03-17,16771,飲食店,8464
2020-03-17,16771,百貨店,47961
2020-03-17,17404,飲食店,13924
2020-03-17,18991,百貨店,34969
2020-03-17,14551,百貨店,1225
2020-03-17,11353,通信販売,961
2020-03-17,18992,ETC,2401
2020-03-17,18067,航空会社,4225
2020-03-17,13604,宿泊施設,19600
2020-03-17,16129,飲食店,2025
2020-03-17,16129,百貨店,94864
2020-03-17,10403,航空会社,59049
2020-03-17,18689,飲食店,84100
2020-03-17,18689,百貨店,22500
2020-03-17,13762,飲食店,108900
2020-03-17,13762,百貨店,83521
2020-03-17,11696,航空会社,30625
2020-03-17,18998,航空会社,103684
2020-03-17,10405,飲食店,10609
2020-03-17,10405,百貨店,7569
2020-03-17,14288,航空会社,9025
2020-03-17,14165,百貨店,63001
2020-03-17,16824,宿泊施設,2704
2020-03-17,10508,航空会社,6241
2020-03-17,14668,旅行代理店,6241
2020-03-17,10263,航空会社,96100
2020-03-17,12814,飲食店,85264
2020-03-17,12059,百貨店,99856
2020-03-17,15103,ETC,2116
2020-03-17,12102,飲食店,1369
2020-03-17,12102,百貨店,13225
2020-03-17,11200,宿泊施設,2304
2020-03-17,11601,ETC,12769
2020-03-17,15796,飲食店,21609
2020-03-17,15796,百貨店,4356
2020-03-17,10737,航空会社,97969
2020-03-17,12023,宿泊施設,40000
2020-03-17,18248,百貨店,70756
2020-03-17,18430,ETC,5184
2020-03-17,18430,宿泊施設,16129
2020-03-17,10155,ETC,18769
2020-03-17,10155,宿泊施設,7396
2020-03-17,11101,百貨店,13456
2020-03-17,14003,ETC,9409
2020-03-17,15362,ETC,14884
2020-03-17,15362,宿泊施設,60025
2020-03-18,14771,飲食店,30976
2020-03-18,14771,百貨店,35344
2020-03-18,18394,百貨店,106276
2020-03-18,15929,通信販売,55225
2020-03-18,10609,航空会社,101124
2020-03-18,10536,航空会社,61009
2020-03-18,18980,航空会社,17161
2020-03-18,12616,航空会社,13456
2020-03-18,13656,ETC,7744
2020-03-18,10820,通信販売,47961
2020-03-18,13112,航空会社,68644
2020-03-18,10724,通信販売,13225
2020-03-18,16730,飲食店,7396
2020-03-18,16730,百貨店,29241
2020-03-18,18194,ETC,20164
2020-03-18,18194,宿泊施設,9604
2020-03-18,14557,航空会社,6561
2020-03-18,13365,ETC,80656
2020-03-18,13365,宿泊施設,55225
2020-03-18,12106,飲食店,65536
2020-03-18,12106,百貨店,67081
2020-03-18,15768,飲食店,64516
2020-03-18,18265,航空会社,104976
2020-03-18,18734,航空会社,3600
2020-03-18,13324,航空会社,8281
2020-03-18,18156,旅行代理店,3600
2020-03-18,16865,旅行代理店,24964
2020-03-18,15340,百貨店,73441
2020-03-18,13248,百貨店,18769
2020-03-18,13294,ETC,24964
2020-03-18,14698,飲食店,64516
2020-03-18,14698,百貨店,12544
2020-03-18,18962,ETC,17161
2020-03-18,18962,宿泊施設,50176
2020-03-18,14006,旅行代理店,45369
2020-03-18,12316,ETC,30976
2020-03-18,12316,宿泊施設,1156
2020-03-18,15471,旅行代理店,16129
2020-03-18,11352,通信販売,8281
2020-03-18,10719,ETC,25281
2020-03-18,10719,宿泊施設,62500
2020-03-18,15903,航空会社,25281
2020-03-18,18940,航空会社,1521
2020-03-18,17723,ETC,97969
2020-03-18,17723,宿泊施設,80656
2020-03-18,18549,ETC,52900
2020-03-18,14721,飲食店,99225
2020-03-18,15524,飲食店,1156
2020-03-18,15041,ETC,37636
2020-03-18,15041,宿泊施設,90000
2020-03-18,12249,旅行代理店,10000
2020-03-18,10710,ETC,57600
2020-03-18,10710,宿泊施設,16384
2020-03-18,16452,ETC,51984
2020-03-18,11758,宿泊施設,73984
2020-03-18,18611,通信販売,44521
2020-03-18,12628,飲食店,74529
2020-03-18,15252,百貨店,9409
2020-03-18,17728,宿泊施設,21025
2020-03-18,12784,旅行代理店,106276
2020-03-18,12904,宿泊施設,66049
2020-03-18,11176,ETC,67600
2020-03-18,11176,宿泊施設,8649
2020-03-18,12986,航空会社,71824
2020-03-18,17603,旅行代理店,9409
2020-03-18,13000,航空会社,74529
2020-03-18,18595,旅行代理店,6724
2020-03-18,14686,旅行代理店,56644
2020-03-18,14249,航空会社,79524
2020-03-18,11888,百貨店,1600
2020-03-18,16286,通信販売,10816
2020-03-18,17335,飲食店,9025
2020-03-18,11121,百貨店,43681
2020-03-18,11281,航空会社,6724
2020-03-18,14255,飲食店,1600
2020-03-18,14255,百貨店,7225
2020-03-18,13550,航空会社,33124
2020-03-18,10997,旅行代理店,67081
2020-03-18,14912,百貨店,6241
2020-03-18,11603,飲食店,97969
2020-03-18,15699,飲食店,6561
2020-03-18,15699,百貨店,9801
2020-03-18,11114,通信販売,9604
2020-03-18,17166,宿泊施設,33489
2020-03-18,17300,通信販売,59049
2020-03-18,10194,飲食店,76729
2020-03-18,10194,百貨店,15376
2020-03-18,14214,宿泊施設,68644
2020-03-18,12717,ETC,97344
2020-03-18,12717,宿泊施設,21025
2020-03-18,16088,通信販売,6561
2020-03-18,17266,旅行代理店,1600
2020-03-18,14884,飲食店,4356
2020-03-18,14884,百貨店,70225
2020-03-18,13406,宿泊施設,76176
2020-03-18,18499,飲食店,103041
2020-03-18,18499,百貨店,45796
2020-03-18,16785,ETC,1156
2020-03-18,17809,ETC,72900
2020-03-18,14951,飲食店,2401
2020-03-18,14951,百貨店,55696
2020-03-18,17138,ETC,60516
2020-03-18,17138,宿泊施設,101761
2020-03-18,13978,航空会社,26896
2020-03-18,15689,宿泊施設,961
2020-03-18,13348,航空会社,15129
2020-03-18,13000,航空会社,11236
2020-03-18,12620,航空会社,24336
2020-03-18,17090,ETC,10201
2020-03-18,17090,宿泊施設,15129
2020-03-18,16349,航空会社,72900
2020-03-18,12929,通信販売,34596
2020-03-18,13806,航空会社,11025
2020-03-18,18961,通信販売,87025
2020-03-18,12352,飲食店,33124
2020-03-18,11979,旅行代理店,24964
2020-03-18,10798,通信販売,48400
2020-03-18,10149,ETC,51529
2020-03-18,10149,宿泊施設,73441
2020-03-18,10133,百貨店,63001
2020-03-18,18434,飲食店,2916
2020-03-18,18434,百貨店,5329
2020-03-18,17304,飲食店,5041
2020-03-18,17304,百貨店,80089
2020-03-18,15662,ETC,18496
2020-03-19,11519,飲食店,33124
2020-03-19,11519,百貨店,78400
2020-03-19,13356,ETC,106929
2020-03-19,15650,飲食店,95481
2020-03-19,15904,百貨店,67600
2020-03-19,14509,飲食店,2209
2020-03-19,14509,百貨店,18225
2020-03-19,13994,宿泊施設,14400
2020-03-19,12141,ETC,11236
2020-03-19,12801,旅行代理店,2704
2020-03-19,16647,百貨店,35721
2020-03-19,15050,旅行代理店,51984
2020-03-19,12541,航空会社,18225
2020-03-19,17961,通信販売,18225
2020-03-19,15406,航空会社,50625
2020-03-19,17582,航空会社,20449
2020-03-19,10145,通信販売,37636
2020-03-19,10104,旅行代理店,26244
2020-03-19,17257,飲食店,22500
2020-03-19,12907,ETC,20736
2020-03-19,12907,宿泊施設,12100
2020-03-19,15899,旅行代理店,10000
2020-03-19,17954,ETC,4225
2020-03-19,17954,宿泊施設,1225
2020-03-19,13523,飲食店,36100
2020-03-19,15112,ETC,20449
2020-03-19,15112,宿泊施設,51076
2020-03-19,18219,百貨店,15876
2020-03-19,11581,ETC,53824
2020-03-19,16365,旅行代理店,5776
2020-03-19,18863,航空会社,7921
2020-03-19,16848,航空会社,22500
2020-03-19,18924,飲食店,36864
2020-03-19,18924,百貨店,80656
2020-03-19,18661,航空会社,64009
2020-03-19,18678,旅行代理店,59049
2020-03-19,18910,宿泊施設,3969
2020-03-19,18230,ETC,5329
2020-03-19,13861,飲食店,79524
2020-03-19,13787,ETC,61504
2020-03-19,13787,宿泊施設,18225
2020-03-19,13612,ETC,82944
2020-03-19,13612,宿泊施設,41616
2020-03-19,18619,通信販売,36481
2020-03-19,11141,飲食店,6400
2020-03-19,13034,ETC,38025
2020-03-19,13034,宿泊施設,26896
2020-03-19,13145,百貨店,45796
2020-03-19,16625,飲食店,48400
2020-03-19,16625,百貨店,2704
2020-03-19,14921,航空会社,63504
2020-03-19,15192,飲食店,70756
2020-03-19,15192,百貨店,108241
2020-03-19,10315,飲食店,57121
2020-03-19,10315,百貨店,26896
2020-03-19,11133,ETC,11664
2020-03-19,15456,航空会社,13689
2020-03-19,17355,ETC,20164
2020-03-19,17100,航空会社,11881
2020-03-19,18911,宿泊施設,21316
2020-03-19,11236,宿泊施設,49284
2020-03-19,13775,航空会社,90000
2020-03-19,13034,宿泊施設,6400
2020-03-19,11921,飲食店,106929
2020-03-19,11921,百貨店,3249
2020-03-19,18462,通信販売,21316
2020-03-19,11962,飲食店,26896
2020-03-19,18715,航空会社,1369
2020-03-19,13047,ETC,57121
2020-03-19,13047,宿泊施設,7921
2020-03-19,17545,航空会社,20736
2020-03-19,15155,飲食店,4624
2020-03-19,15155,百貨店,69169
2020-03-19,15013,飲食店,8281
2020-03-19,15013,百貨店,72361
2020-03-19,13334,ETC,12544
2020-03-19,13334,宿泊施設,5329
2020-03-19,18590,航空会社,80656
2020-03-19,13841,通信販売,4225
2020-03-19,16282,飲食店,2916
2020-03-19,12850,ETC,27556
2020-03-19,12850,宿泊施設,45369
2020-03-19,15746,百貨店,16641
2020-03-19,12312,ETC,73441
2020-03-19,16584,旅行代理店,63001
2020-03-19,10546,宿泊施設,6724
2020-03-19,17942,航空会社,17689
2020-03-19,10372,通信販売,39601
2020-03-19,16503,飲食店,20164
2020-03-19,14463,飲食店,7396
2020-03-19,14463,百貨店,107584
2020-03-19,16425,航空会社,17689
2020-03-19,16176,ETC,1225
2020-03-19,16176,宿泊施設,69696
2020-03-19,17792,航空会社,59536
2020-03-19,16244,宿泊施設,30976
2020-03-19,11474,百貨店,3481
2020-03-19,15889,通信販売,36864
2020-03-19,16606,百貨店,6724
2020-03-19,13572,百貨店,60025
2020-03-19,10571,飲食店,6724
2020-03-19,12168,百貨店,2116
2020-03-19,12700,通信販売,44100
2020-03-19,14846,通信販売,41209
2020-03-19,13327,飲食店,18225
2020-03-19,13327,百貨店,99225
2020-03-19,17260,航空会社,25281
2020-03-19,15715,通信販売,62500
2020-03-19,16197,ETC,42436
2020-03-19,16197,宿泊施設,44944
2020-03-19,11085,飲食店,11025
2020-03-19,14638,宿泊施設,88804
2020-03-19,13441,航空会社,3600
2020-03-19,13862,旅行代理店,47961
2020-03-19,14421,通信販売,2025
2020-03-19,16237,飲食店,5929
2020-03-19,16237,百貨店,12769
2020-03-19,10935,ETC,40000
2020-03-19,10935,宿泊施設,33489
2020-03-19,10466,ETC,2116
2020-03-19,14343,通信販売,9216
2020-03-19,13593,航空会社,12100
2020-03-19,16895,ETC,9801
2020-03-19,13728,飲食店,25281
2020-03-19,13728,百貨店,16129
2020-03-20,17765,通信販売,94864
2020-03-20,10590,通信販売,21025
2020-03-20,18438,ETC,8464
2020-03-20,18438,宿泊施設,103041
2020-03-20,16070,百貨店,2500
2020-03-20,17723,飲食店,15625
2020-03-20,17723,百貨店,7744
2020-03-20,18235,旅行代理店,86436
2020-03-20,14227,航空会社,4096
2020-03-20,14600,通信販売,71289
2020-03-20,14170,航空会社,53824
2020-03-20,16401,宿泊施設,10404
2020-03-20,14427,飲食店,49284
2020-03-20,14427,百貨店,21025
2020-03-20,13116,航空会社,102400
2020-03-20,10798,通信販売,25281
2020-03-20,13817,飲食店,42436
2020-03-20,13817,百貨店,14400
2020-03-20,14731,飲食店,18769
2020-03-20,11118,宿泊施設,10816
2020-03-20,18923,ETC,7056
2020-03-20,10988,ETC,2916
2020-03-20,14273,旅行代理店,48400
2020-03-20,10123,航空会社,11664
2020-03-20,12143,航空会社,22500
2020-03-20,17084,航空会社,61504
2020-03-20,12785,ETC,83521
2020-03-20,12785,宿泊施設,73441
2020-03-20,14544,ETC,25281
2020-03-20,14544,宿泊施設,13456
2020-03-20,17515,航空会社,12996
2020-03-20,14128,ETC,18769
2020-03-20,14128,宿泊施設,22801
2020-03-20,16475,飲食店,5184
2020-03-20,16421,航空会社,77841
2020-03-20,10675,飲食店,81796
2020-03-20,10675,百貨店,63001
2020-03-20,18657,ETC,38025
2020-03-20,18657,宿泊施設,108241
2020-03-20,10132,飲食店,17424
2020-03-20,12689,通信販売,94864
2020-03-20,18991,百貨店,51076
2020-03-20,14894,宿泊施設,1089
2020-03-20,14841,飲食店,4624
2020-03-20,16031,航空会社,23104
2020-03-20,14963,飲食店,62001
2020-03-20,14963,百貨店,53361
2020-03-20,10565,通信販売,24649
2020-03-20,18014,百貨店,107584
2020-03-20,17129,宿泊施設,23716
2020-03-20,11990,旅行代理店,57121
2020-03-20,15914,航空会社,29241
2020-03-20,18246,通信販売,44521
2020-03-20,17846,通信販売,18769
2020-03-20,13310,百貨店,32400
2020-03-20,15356,航空会社,59536
2020-03-20,18264,飲食店,2116
2020-03-20,18264,百貨店,94249
2020-03-20,12385,航空会社,88804
2020-03-20,11880,旅行代理店,2209
2020-03-20,15849,飲食店,26569
2020-03-20,15032,宿泊施設,21609
2020-03-20,11710,百貨店,21025
2020-03-20,13522,飲食店,4356
2020-03-20,16739,飲食店,17424
2020-03-20,16739,百貨店,82369
2020-03-20,14120,百貨店,27225
2020-03-20,10612,飲食店,83521
2020-03-20,15430,航空会社,67081
2020-03-20,18918,通信販売,14641
2020-03-20,16378,航空会社,27225
2020-03-20,15020,通信販売,7056
2020-03-20,12916,飲食店,7056
2020-03-20,12916,百貨店,56169
2020-03-20,12372,通信販売,53361
2020-03-20,13368,航空会社,39204
2020-03-20,17128,旅行代理店,2916
2020-03-20,12015,通信販売,6241
2020-03-20,14023,宿泊施設,84681
2020-03-20,11256,旅行代理店,103684
2020-03-20,18292,ETC,101124
2020-03-20,12933,宿泊施設,1156
2020-03-20,17125,宿泊施設,90601
2020-03-20,14020,百貨店,1444
2020-03-20,13346,百貨店,86436
2020-03-20,17149,飲食店,16900
2020-03-20,12845,ETC,9801
2020-03-20,12845,宿泊施設,70756
2020-03-20,18512,航空会社,94249
2020-03-20,12748,航空会社,72361
2020-03-20,16139,百貨店,93025
2020-03-20,14725,航空会社,2601
2020-03-20,16238,ETC,12769
2020-03-20,15943,航空会社,97344
2020-03-20,15542,ETC,92416
2020-03-20,15542,宿泊施設,57600
2020-03-20,12047,ETC,87616
2020-03-20,12047,宿泊施設,25921
2020-03-20,16597,宿泊施設,9604
2020-03-20,14554,旅行代理店,63001
2020-03-20,17046,通信販売,26244
2020-03-20,17212,旅行代理店,23716
2020-03-20,17401,ETC,80089
2020-03-20,17401,宿泊施設,51076
2020-03-20,13594,ETC,38809
2020-03-20,14870,宿泊施設,50625
2020-03-20,18969,ETC,11664
2020-03-20,18969,宿泊施設,44521
2020-03-20,15563,百貨店,3364
2020-03-20,18458,飲食店,2916
2020-03-20,18458,百貨店,26244
2020-03-20,11138,飲食店,36100
2020-03-20,16629,飲食店,56169
2020-03-20,16629,百貨店,16900
2020-03-20,13553,ETC,10201
2020-03-20,13553,宿泊施設,107584
2020-03-20,10212,旅行代理店,70756
2020-03-20,12395,旅行代理店,81796
2020-03-20,13989,飲食店,31329
2020-03-20,14727,飲食店,79524
2020-03-20,14727,百貨店,30276
2020-03-20,11663,飲食店,37249
2020-03-20,11663,百貨店,23104
2020-03-21,11193,旅行代理店,89401
2020-03-21,11621,飲食店,68121
2020-03-21,11183,宿泊施設,1681
2020-03-21,18888,ETC,961
2020-03-21,18888,宿泊施設,19600
2020-03-21,14182,航空会社,42436
2020-03-21,10650,百貨店,2401
2020-03-21,12471,ETC,48400
2020-03-21,12471,宿泊施設,59049
2020-03-21,11990,ETC,16129
2020-03-21,11990,宿泊施設,106929
2020-03-21,11763,宿泊施設,63001
2020-03-21,14621,航空会社,82369
2020-03-21,14401,飲食店,22500
2020-03-21,10606,ETC,1681
2020-03-21,10606,宿泊施設,9801
2020-03-21,17917,ETC,16129
2020-03-21,13232,宿泊施設,22801
2020-03-21,13786,航空会社,19881
2020-03-21,14673,ETC,25921
2020-03-21,14673,宿泊施設,1444
2020-03-21,13445,旅行代理店,44100
2020-03-21,17915,ETC,4225
2020-03-21,17915,宿泊施設,72361
2020-03-21,16611,ETC,108241
2020-03-21,18765,航空会社,96721
2020-03-21,14096,ETC,93636
2020-03-21,14096,宿泊施設,74529
2020-03-21,10602,百貨店,3025
2020-03-21,16996,宿泊施設,94864
2020-03-21,12983,ETC,14884
2020-03-21,12983,宿泊施設,42849
2020-03-21,13013,通信販売,37249
2020-03-21,18873,ETC,3025
2020-03-21,18873,宿泊施設,27225
2020-03-21,16120,宿泊施設,73441
2020-03-21,14305,ETC,10201
2020-03-21,14305,宿泊施設,16900
2020-03-21,17778,宿泊施設,80089
2020-03-21,15280,ETC,2500
2020-03-21,15280,宿泊施設,43264
2020-03-21,18037,航空会社,104329
2020-03-21,11118,飲食店,57600
2020-03-21,11118,百貨店,30276
2020-03-21,17401,百貨店,1369
2020-03-21,18140,通信販売,58081
2020-03-21,15329,旅行代理店,21609
2020-03-21,15911,百貨店,57121
2020-03-21,12362,旅行代理店,89401
2020-03-21,17228,百貨店,1296
2020-03-21,12645,航空会社,10816
2020-03-21,17055,通信販売,5184
2020-03-21,16803,航空会社,19044
2020-03-21,13727,航空会社,107584
2020-03-21,11190,航空会社,5476
2020-03-21,10747,宿泊施設,8100
2020-03-21,18603,航空会社,20449
2020-03-21,13712,通信販売,25600
2020-03-21,17475,飲食店,103684
2020-03-21,12941,飲食店,28900
2020-03-21,12941,百貨店,48841
2020-03-21,18712,飲食店,22201
2020-03-21,11772,飲食店,4356
2020-03-21,11814,通信販売,70756
2020-03-21,15920,宿泊施設,69169
2020-03-21,13716,旅行代理店,2401
2020-03-21,14514,百貨店,11236
2020-03-21,10970,百貨店,49284
2020-03-21,17655,ETC,7921
2020-03-21,17655,宿泊施設,3481
2020-03-21,17415,飲食店,4624
2020-03-21,17415,百貨店,93636
2020-03-21,10213,飲食店,1225
2020-03-21,10213,百貨店,97969
2020-03-21,14369,航空会社,99225
2020-03-21,10193,百貨店,66049
2020-03-21,11647,旅行代理店,29929
2020-03-21,10223,通信販売,18225
2020-03-21,14415,宿泊施設,71289
2020-03-21,11871,百貨店,39204
2020-03-21,10258,通信販売,10404
2020-03-21,18553,宿泊施設,2809
2020-03-21,12290,飲食店,26896
2020-03-21,12305,ETC,97344
2020-03-21,12305,宿泊施設,4356
2020-03-21,14669,通信販売,2116
2020-03-21,15101,宿泊施設,55696
2020-03-21,11497,ETC,63504
2020-03-21,11497,宿泊施設,4096
2020-03-21,16400,飲食店,108241
2020-03-21,16400,百貨店,62001
2020-03-21,15719,航空会社,64516
2020-03-21,13210,航空会社,61504
2020-03-21,10156,宿泊施設,18769
2020-03-21,11549,百貨店,22201
2020-03-21,13053,通信販売,40804
2020-03-21,14780,ETC,86436
2020-03-21,14780,宿泊施設,6084
2020-03-21,18281,航空会社,106929
2020-03-21,15245,ETC,33124
2020-03-21,15245,宿泊施設,54756
2020-03-21,17032,飲食店,58081
2020-03-21,17032,百貨店,8649
2020-03-21,11585,百貨店,2401
2020-03-21,13086,百貨店,39204
2020-03-21,11643,ETC,63504
2020-03-21,11643,宿泊施設,73984
2020-03-21,17292,宿泊施設,22801
2020-03-21,15881,通信販売,1024
2020-03-21,13560,航空会社,12769
2020-03-21,10925,飲食店,78961
2020-03-21,10873,飲食店,68121
2020-03-21,16964,宿泊施設,64009
2020-03-21,12005,航空会社,88804
2020-03-21,16732,ETC,3481
2020-03-21,13588,百貨店,6084
2020-03-21,15638,ETC,11449
2020-03-21,15638,宿泊施設,22500
2020-03-21,18404,ETC,92416
2020-03-21,18404,宿泊施設,18769
2020-03-21,17743,旅行代理店,33489
2020-03-21,14808,宿泊施設,67600
2020-03-21,18722,ETC,13689
2020-03-21,14101,飲食店,26569
2020-03-21,14101,百貨店,47524
2020-03-21,14605,航空会社,56644
2020-03-22,18867,飲食店,102400
2020-03-22,18867,百貨店,24025
2020-03-22,11838,ETC,4624
2020-03-22,11838,宿泊施設,91204
2020-03-22,18000,飲食店,7744
2020-03-22,18000,百貨店,26569
2020-03-22,13717,百貨店,8649
2020-03-22,13511,百貨店,3600
2020-03-22,18145,ETC,49729
2020-03-22,18145,宿泊施設,47524
2020-03-22,12739,飲食店,48841
2020-03-22,12739,百貨店,16900
2020-03-22,17600,宿泊施設,4624
2020-03-22,12923,飲食店,75076
2020-03-22,12602,航空会社,47524
2020-03-22,16961,飲食店,97969
2020-03-22,14325,ETC,16641
2020-03-22,14325,宿泊施設,98596
2020-03-22,17629,宿泊施設,28900
2020-03-22,14312,百貨店,2116
2020-03-22,14940,飲食店,30976
2020-03-22,12004,百貨店,26569
2020-03-22,12181,ETC,28900
2020-03-22,12596,航空会社,57600
2020-03-22,17166,百貨店,68121
2020-03-22,18459,航空会社,21904
2020-03-22,15013,通信販売,13924
2020-03-22,14440,旅行代理店,14641
2020-03-22,18443,飲食店,3600
2020-03-22,12950,百貨店,13689
2020-03-22,12257,百貨店,19881
2020-03-22,11342,航空会社,1936
2020-03-22,12324,ETC,33856
2020-03-22,16144,旅行代理店,6889
2020-03-22,18656,航空会社,78961
2020-03-22,12619,航空会社,24025
2020-03-22,14588,飲食店,27889
2020-03-22,13684,百貨店,76176
2020-03-22,13591,通信販売,2401
2020-03-22,12186,百貨店,47961
2020-03-22,13217,飲食店,51076
2020-03-22,13217,百貨店,21025
2020-03-22,16967,飲食店,87025
2020-03-22,16967,百貨店,53824
2020-03-22,16738,航空会社,2116
2020-03-22,12874,ETC,15876
2020-03-22,12874,宿泊施設,9025
2020-03-22,14026,飲食店,3721
2020-03-22,14026,百貨店,60516
2020-03-22,10949,百貨店,1936
2020-03-22,13358,航空会社,7056
