利用日,顧客番号,用途,利用金額
2021-02-22,26783,ETC,70756
2021-02-22,24815,通信販売,57600
2021-02-22,27599,通信販売,11236
2021-02-22,27287,通信販売,67600
2021-02-22,23956,ETC,6724
2021-02-22,28854,百貨店,66564
2021-02-22,20743,旅行代理店,75076
2021-02-22,24984,百貨店,39601
2021-02-22,24835,旅行代理店,40401
2021-02-22,25768,航空会社,97969
2021-02-22,21343,ETC,25921
2021-02-22,22275,通信販売,65025
2021-02-22,21427,飲食店,15129
2021-02-22,23237,宿泊施設,2916
2021-02-22,22591,通信販売,38416
2021-02-22,22748,ETC,12100
2021-02-22,28154,宿泊施設,93025
2021-02-22,20545,宿泊施設,14641
2021-02-22,25362,宿泊施設,29929
2021-02-22,26126,ETC,23716
2021-02-22,26126,宿泊施設,86436
2021-02-22,26410,飲食店,28561
2021-02-22,20207,通信販売,63504
2021-02-22,27244,ETC,48841
2021-02-22,27244,宿泊施設,2601
2021-02-22,25157,飲食店,12321
2021-02-22,25157,百貨店,4489
2021-02-22,21205,宿泊施設,9025
2021-02-22,22417,飲食店,94249
2021-02-22,22417,百貨店,3249
2021-02-22,24143,宿泊施設,5476
2021-02-22,23130,航空会社,87025
2021-02-22,26952,宿泊施設,7921
2021-02-22,23339,通信販売,98596
2021-02-22,20850,宿泊施設,52441
2021-02-22,20848,旅行代理店,33856
2021-02-22,21017,百貨店,55225
2021-02-22,23328,百貨店,106276
2021-02-22,22429,航空会社,89401
2021-02-22,22261,宿泊施設,60025
2021-02-22,23241,飲食店,32761
2021-02-22,23241,百貨店,90000
2021-02-22,21286,航空会社,54289
2021-02-22,23181,百貨店,90601
2021-02-22,24448,通信販売,20164
2021-02-22,25067,ETC,77284
2021-02-22,25067,宿泊施設,7569
2021-02-22,25520,ETC,51984
2021-02-22,23870,航空会社,75625
2021-02-22,27570,飲食店,83521
2021-02-22,22714,ETC,23716
2021-02-22,22714,宿泊施設,4761
2021-02-22,27130,航空会社,2601
2021-02-22,25774,航空会社,6724
2021-02-22,21930,航空会社,61504
2021-02-22,22379,旅行代理店,62001
2021-02-22,28932,百貨店,40401
2021-02-22,28338,通信販売,70756
2021-02-22,21573,旅行代理店,97344
2021-02-22,25233,旅行代理店,17689
2021-02-22,26225,飲食店,2916
2021-02-22,22764,通信販売,54756
2021-02-22,25862,宿泊施設,91204
2021-02-22,21588,航空会社,52900
2021-02-22,28977,飲食店,10609
2021-02-22,28977,百貨店,63001
2021-02-22,26786,通信販売,5476
2021-02-22,24593,飲食店,101124
2021-02-22,24593,百貨店,88804
2021-02-22,26037,飲食店,96721
2021-02-22,26037,百貨店,4356
2021-02-22,23249,航空会社,62001
2021-02-22,25670,百貨店,17956
2021-02-22,21964,宿泊施設,42436
2021-02-23,21759,宿泊施設,73984
2021-02-23,21139,宿泊施設,5929
2021-02-23,28468,通信販売,3025
2021-02-23,28207,航空会社,51984
2021-02-23,25830,ETC,33489
2021-02-23,25830,宿泊施設,1936
2021-02-23,24101,宿泊施設,1296
2021-02-23,20694,宿泊施設,19600
2021-02-23,21801,航空会社,73441
2021-02-23,23700,航空会社,51076
2021-02-23,20697,百貨店,33489
2021-02-23,28094,通信販売,13924
2021-02-23,22370,宿泊施設,13924
2021-02-23,22165,旅行代理店,63504
2021-02-23,24981,航空会社,50176
2021-02-23,23876,飲食店,27225
2021-02-23,23876,百貨店,12100
2021-02-23,25988,航空会社,8464
2021-02-23,25230,航空会社,61504
2021-02-23,26512,百貨店,9025
2021-02-23,26595,飲食店,22201
2021-02-23,21933,航空会社,4900
2021-02-23,22690,通信販売,66049
2021-02-23,22029,飲食店,25281
2021-02-23,27633,飲食店,12100
2021-02-23,26629,通信販売,3600
2021-02-23,27241,飲食店,1764
2021-02-23,21013,百貨店,1936
2021-02-23,22315,百貨店,8649
2021-02-23,25815,ETC,3844
2021-02-23,21598,通信販売,45796
2021-02-23,21935,百貨店,26244
2021-02-23,22110,航空会社,100489
2021-02-23,21289,ETC,47524
2021-02-23,21289,宿泊施設,28224
2021-02-23,25861,ETC,60025
2021-02-23,25861,宿泊施設,66049
2021-02-23,25762,宿泊施設,41209
2021-02-23,27472,百貨店,67081
2021-02-23,27687,宿泊施設,48841
2021-02-23,26812,ETC,6084
2021-02-23,26812,宿泊施設,1024
2021-02-23,22405,ETC,55696
2021-02-23,22405,宿泊施設,21025
2021-02-23,21426,航空会社,15129
2021-02-23,26117,ETC,77284
2021-02-23,26117,宿泊施設,41209
2021-02-23,20685,航空会社,16129
2021-02-23,25766,通信販売,43264
2021-02-23,28544,百貨店,48400
2021-02-23,28709,通信販売,81796
2021-02-23,25929,百貨店,98596
2021-02-23,27543,飲食店,2304
2021-02-23,22556,通信販売,101124
2021-02-23,23586,ETC,34596
2021-02-23,23586,宿泊施設,76176
2021-02-23,26533,通信販売,18496
2021-02-23,28650,宿泊施設,85849
2021-02-23,25991,百貨店,88209
2021-02-23,21167,ETC,39204
2021-02-23,21167,宿泊施設,79524
2021-02-23,24511,ETC,90601
2021-02-23,22338,航空会社,52441
2021-02-23,22697,宿泊施設,71289
2021-02-23,21449,通信販売,85849
2021-02-23,22127,航空会社,37249
2021-02-23,22316,百貨店,96100
2021-02-23,24694,百貨店,4225
2021-02-23,24567,宿泊施設,87616
2021-02-23,28490,航空会社,24025
2021-02-23,23041,通信販売,30276
2021-02-23,21726,航空会社,71289
2021-02-23,20252,飲食店,7225
2021-02-23,20252,百貨店,17424
2021-02-23,23163,百貨店,68644
2021-02-23,20881,宿泊施設,12544
2021-02-23,24923,ETC,33124
2021-02-23,24923,宿泊施設,51076
2021-02-23,26959,宿泊施設,90601
2021-02-23,21551,旅行代理店,49284
2021-02-23,27802,航空会社,14884
2021-02-23,26093,ETC,22500
2021-02-23,26016,宿泊施設,26244
2021-02-23,28926,ETC,2704
2021-02-23,20455,通信販売,44100
2021-02-23,24000,百貨店,106929
2021-02-23,28805,旅行代理店,12321
2021-02-23,21963,飲食店,18496
2021-02-23,21074,宿泊施設,5041
2021-02-23,22618,宿泊施設,42025
2021-02-23,25575,航空会社,1225
2021-02-23,23007,ETC,55225
2021-02-23,23007,宿泊施設,45796
2021-02-23,20426,宿泊施設,3249
2021-02-23,21417,ETC,24649
2021-02-23,21417,宿泊施設,70756
2021-02-23,25732,百貨店,40401
2021-02-23,22331,宿泊施設,96100
2021-02-23,28815,ETC,3136
2021-02-23,28815,宿泊施設,6241
2021-02-23,26941,百貨店,3136
2021-02-23,28983,百貨店,8649
2021-02-23,26892,飲食店,16129
2021-02-23,26892,百貨店,48400
2021-02-23,28789,飲食店,15129
2021-02-23,20738,旅行代理店,10404
2021-02-23,23976,宿泊施設,70225
2021-02-23,24662,通信販売,36481
2021-02-23,28690,宿泊施設,1369
2021-02-23,25841,百貨店,52900
2021-02-23,20279,ETC,40804
2021-02-23,20279,宿泊施設,26896
2021-02-23,20547,航空会社,47089
2021-02-23,24817,航空会社,41616
2021-02-23,25106,宿泊施設,43264
2021-02-23,28423,ETC,961
2021-02-23,28423,宿泊施設,107584
2021-02-24,20682,宿泊施設,61009
2021-02-24,22270,ETC,30276
2021-02-24,22270,宿泊施設,94249
2021-02-24,20740,ETC,57121
2021-02-24,20740,宿泊施設,8836
2021-02-24,20738,ETC,54289
2021-02-24,20738,宿泊施設,58081
2021-02-24,22949,百貨店,6241
2021-02-24,23107,百貨店,30276
2021-02-24,27210,飲食店,97344
2021-02-24,27210,百貨店,17161
2021-02-24,28411,飲食店,8464
2021-02-24,28411,百貨店,1089
2021-02-24,26246,航空会社,2809
2021-02-24,28598,航空会社,14884
2021-02-24,23193,宿泊施設,104976
2021-02-24,26992,宿泊施設,21316
2021-02-24,21636,航空会社,4489
2021-02-24,23444,旅行代理店,42849
2021-02-24,27354,宿泊施設,41616
2021-02-24,28357,百貨店,1156
2021-02-24,24346,宿泊施設,48841
2021-02-24,28702,ETC,84681
2021-02-24,28702,宿泊施設,78961
2021-02-24,22528,ETC,2116
2021-02-24,22148,旅行代理店,9025
2021-02-24,22167,通信販売,58081
2021-02-24,28241,飲食店,19881
2021-02-24,28241,百貨店,99225
2021-02-24,21705,宿泊施設,28224
2021-02-24,21122,通信販売,10404
2021-02-24,23339,宿泊施設,5184
2021-02-24,26237,旅行代理店,22801
2021-02-24,24855,旅行代理店,69696
2021-02-24,23157,航空会社,92416
2021-02-24,21304,宿泊施設,25600
2021-02-24,22778,飲食店,6084
2021-02-24,22778,百貨店,55696
2021-02-24,28910,航空会社,15876
2021-02-24,25362,ETC,34596
2021-02-24,24188,宿泊施設,44521
2021-02-24,28189,通信販売,21316
2021-02-24,28885,旅行代理店,81796
2021-02-24,24179,百貨店,11881
2021-02-24,24842,ETC,58564
2021-02-24,28769,旅行代理店,17689
2021-02-24,24076,宿泊施設,17161
2021-02-24,27163,通信販売,39601
2021-02-24,23469,旅行代理店,2601
2021-02-24,20621,旅行代理店,103684
2021-02-24,28492,宿泊施設,42849
2021-02-24,22123,ETC,14641
2021-02-24,22123,宿泊施設,25921
2021-02-24,22873,宿泊施設,28224
2021-02-24,26453,ETC,64009
2021-02-24,22498,通信販売,38025
2021-02-24,28178,通信販売,49729
2021-02-24,23728,百貨店,107584
2021-02-24,25749,航空会社,2209
2021-02-24,22943,飲食店,27889
2021-02-24,23573,旅行代理店,7396
2021-02-24,26531,通信販売,51076
2021-02-24,27753,通信販売,13689
2021-02-24,21427,ETC,4900
2021-02-24,26294,飲食店,99225
2021-02-24,23340,ETC,107584
2021-02-24,23841,百貨店,97969
2021-02-24,26120,航空会社,15376
2021-02-24,24138,ETC,70225
2021-02-24,23814,ETC,14884
2021-02-24,23814,宿泊施設,99856
2021-02-24,24512,飲食店,86436
2021-02-24,24512,百貨店,103684
2021-02-24,22486,航空会社,31684
2021-02-24,28832,宿泊施設,48841
2021-02-24,24727,旅行代理店,33124
2021-02-24,26914,通信販売,41616
2021-02-24,27311,飲食店,44944
2021-02-24,27311,百貨店,20164
2021-02-24,22766,飲食店,62001
2021-02-24,22766,百貨店,2500
2021-02-24,25313,ETC,13689
2021-02-24,25313,宿泊施設,78961
2021-02-24,20483,航空会社,56169
2021-02-24,28602,百貨店,76176
2021-02-24,20545,航空会社,102400
2021-02-24,23265,百貨店,37636
2021-02-24,20654,ETC,56644
2021-02-24,20654,宿泊施設,12100
2021-02-24,27672,通信販売,3481
2021-02-24,21042,航空会社,40401
2021-02-24,26305,ETC,65025
2021-02-24,27784,通信販売,14400
2021-02-24,23383,飲食店,4900
2021-02-24,23383,百貨店,42436
2021-02-24,23289,百貨店,2916
2021-02-24,24374,ETC,72361
2021-02-24,25084,百貨店,51529
2021-02-24,20335,飲食店,103041
2021-02-24,20335,百貨店,86436
2021-02-24,25834,旅行代理店,40000
2021-02-24,28040,航空会社,8649
2021-02-24,24975,航空会社,49284
2021-02-24,27897,航空会社,87025
2021-02-24,26129,百貨店,67081
2021-02-24,20271,ETC,51529
2021-02-24,20271,宿泊施設,27225
2021-02-24,27507,百貨店,51529
2021-02-24,22834,ETC,35344
2021-02-24,26953,通信販売,57600
2021-02-24,20746,通信販売,7744
2021-02-24,25928,航空会社,2809
2021-02-24,20341,通信販売,8464
2021-02-24,24873,ETC,32761
2021-02-24,25884,旅行代理店,70225
2021-02-24,25004,飲食店,13456
2021-02-24,26270,航空会社,7921
2021-02-24,21375,航空会社,71824
2021-02-25,28233,旅行代理店,62001
2021-02-25,21358,通信販売,8649
2021-02-25,22582,航空会社,15129
2021-02-25,25639,宿泊施設,2209
2021-02-25,23027,宿泊施設,37249
2021-02-25,27405,航空会社,5776
2021-02-25,22520,飲食店,13225
2021-02-25,26155,通信販売,13456
2021-02-25,22153,宿泊施設,84100
2021-02-25,25668,宿泊施設,19881
2021-02-25,24531,ETC,80089
2021-02-25,24531,宿泊施設,14400
2021-02-25,27953,ETC,31684
2021-02-25,20564,ETC,9216
2021-02-25,20564,宿泊施設,68121
2021-02-25,21317,航空会社,94249
2021-02-25,24141,宿泊施設,32761
2021-02-25,25628,航空会社,72361
2021-02-25,22988,旅行代理店,81796
2021-02-25,25295,航空会社,7921
2021-02-25,21944,ETC,77284
2021-02-25,28071,旅行代理店,4761
2021-02-25,25919,飲食店,18225
2021-02-25,25919,百貨店,4900
2021-02-25,26237,ETC,103684
2021-02-25,26237,宿泊施設,24964
2021-02-25,20409,ETC,20164
2021-02-25,20409,宿泊施設,93025
2021-02-25,23431,旅行代理店,23716
2021-02-25,25985,宿泊施設,1681
2021-02-25,24943,航空会社,1296
2021-02-25,27175,旅行代理店,9216
2021-02-25,24421,飲食店,54289
2021-02-25,24421,百貨店,63504
2021-02-25,20651,ETC,7744
2021-02-25,20651,宿泊施設,55696
2021-02-25,27134,ETC,41209
2021-02-25,27134,宿泊施設,15625
2021-02-25,25362,ETC,42436
2021-02-25,25362,宿泊施設,51529
2021-02-25,27567,宿泊施設,60516
2021-02-25,27124,百貨店,15876
2021-02-25,23459,ETC,12769
2021-02-25,23459,宿泊施設,7921
2021-02-25,21890,ETC,2304
2021-02-25,21890,宿泊施設,2304
2021-02-25,25276,宿泊施設,71824
2021-02-25,21198,百貨店,10201
2021-02-25,23042,宿泊施設,82944
2021-02-25,23499,航空会社,13689
2021-02-25,28533,ETC,70225
2021-02-25,28533,宿泊施設,90601
2021-02-25,22385,航空会社,20736
2021-02-25,28369,航空会社,23716
2021-02-25,25728,宿泊施設,78400
2021-02-25,27113,百貨店,31329
2021-02-25,27194,ETC,28561
2021-02-25,27194,宿泊施設,20736
2021-02-25,28745,飲食店,99856
2021-02-25,28745,百貨店,107584
2021-02-25,22159,百貨店,85264
2021-02-25,27634,百貨店,74529
2021-02-25,21305,ETC,60516
2021-02-25,21305,宿泊施設,54289
2021-02-25,22883,航空会社,57600
2021-02-25,24652,飲食店,1681
2021-02-25,24762,ETC,4225
2021-02-25,22464,航空会社,1089
2021-02-25,21730,飲食店,4489
2021-02-25,25271,ETC,75076
2021-02-25,25271,宿泊施設,2601
2021-02-25,27308,飲食店,51076
2021-02-25,27308,百貨店,13924
2021-02-25,27494,旅行代理店,21609
2021-02-25,20920,飲食店,47524
2021-02-25,28859,飲食店,62500
2021-02-25,28859,百貨店,52441
2021-02-25,21750,宿泊施設,2500
2021-02-25,24424,宿泊施設,25600
2021-02-25,28755,百貨店,39601
2021-02-25,20918,航空会社,35344
2021-02-25,22113,通信販売,34596
2021-02-25,20345,飲食店,74529
2021-02-25,20345,百貨店,16384
2021-02-25,26535,ETC,2401
2021-02-25,26535,宿泊施設,9604
2021-02-25,23194,百貨店,108241
2021-02-25,21694,宿泊施設,29584
2021-02-25,28294,百貨店,73984
2021-02-25,22069,ETC,45796
2021-02-25,22069,宿泊施設,16641
2021-02-25,22265,宿泊施設,33124
2021-02-25,26930,百貨店,55696
2021-02-25,24026,宿泊施設,7569
2021-02-25,25231,宿泊施設,3481
2021-02-25,27885,旅行代理店,13456
2021-02-25,20157,宿泊施設,7569
2021-02-25,25693,通信販売,11236
2021-02-25,28748,航空会社,8281
2021-02-25,26445,航空会社,81225
2021-02-25,24853,旅行代理店,65536
2021-02-25,26749,百貨店,7744
2021-02-25,21684,飲食店,1600
2021-02-25,22562,航空会社,14641
2021-02-25,22545,通信販売,18496
2021-02-25,21699,航空会社,40000
2021-02-25,22958,航空会社,5776
2021-02-25,28144,航空会社,32400
2021-02-25,25189,宿泊施設,10201
2021-02-25,26894,航空会社,37249
2021-02-25,26807,飲食店,95481
2021-02-25,21249,航空会社,59536
2021-02-25,23478,通信販売,20164
2021-02-25,21434,百貨店,67081
2021-02-25,28052,宿泊施設,6400
2021-02-25,28495,飲食店,93636
2021-02-25,26763,ETC,58564
2021-02-25,21953,ETC,11025
2021-02-25,21953,宿泊施設,4900
2021-02-25,27568,旅行代理店,86436
2021-02-25,28601,通信販売,38416
2021-02-25,25122,通信販売,17956
2021-02-26,25492,宿泊施設,40804
2021-02-26,24866,旅行代理店,6561
2021-02-26,23488,百貨店,9409
2021-02-26,24434,百貨店,84100
2021-02-26,27202,旅行代理店,3025
2021-02-26,22030,航空会社,83521
2021-02-26,22408,百貨店,12544
2021-02-26,26396,ETC,15876
2021-02-26,27568,ETC,51984
2021-02-26,27568,宿泊施設,80656
2021-02-26,22975,飲食店,21609
2021-02-26,28348,航空会社,101761
2021-02-26,25844,百貨店,51076
2021-02-26,26540,航空会社,94249
2021-02-26,27444,旅行代理店,39204
2021-02-26,23417,ETC,73984
2021-02-26,23417,宿泊施設,28224
2021-02-26,27105,通信販売,8464
2021-02-26,21504,通信販売,6084
2021-02-26,27004,宿泊施設,16384
2021-02-26,21334,百貨店,5476
2021-02-26,22396,飲食店,75076
2021-02-26,22396,百貨店,3481
2021-02-26,21879,通信販売,51076
2021-02-26,26668,ETC,90601
2021-02-26,28885,旅行代理店,17689
2021-02-26,24017,ETC,47961
2021-02-26,26601,航空会社,56169
2021-02-26,27562,ETC,11025
2021-02-26,24356,航空会社,53824
2021-02-26,28746,通信販売,96100
2021-02-26,21894,ETC,82369
2021-02-26,23991,通信販売,36100
2021-02-26,24647,通信販売,96721
2021-02-26,23369,百貨店,17161
2021-02-26,25477,通信販売,3136
2021-02-26,26218,百貨店,22801
2021-02-26,22633,ETC,98596
2021-02-26,22633,宿泊施設,9604
2021-02-26,27703,通信販売,40804
2021-02-26,24940,通信販売,87025
2021-02-26,28742,宿泊施設,10000
2021-02-26,25740,旅行代理店,3969
2021-02-26,27204,航空会社,56169
2021-02-26,20591,飲食店,99225
2021-02-26,20591,百貨店,92416
2021-02-26,27826,宿泊施設,11236
2021-02-26,20232,百貨店,12321
2021-02-26,25752,ETC,1600
2021-02-26,25752,宿泊施設,9604
2021-02-26,28408,宿泊施設,20736
2021-02-26,26151,飲食店,82369
2021-02-26,26151,百貨店,99856
2021-02-26,22598,宿泊施設,17161
2021-02-26,25857,飲食店,64009
2021-02-26,25857,百貨店,3969
2021-02-26,28071,航空会社,37249
2021-02-26,27844,通信販売,2209
2021-02-26,23822,通信販売,108900
2021-02-26,23189,ETC,14400
2021-02-26,23907,旅行代理店,52441
2021-02-26,27153,航空会社,15876
2021-02-26,27657,飲食店,18225
2021-02-26,27657,百貨店,14884
2021-02-26,27763,通信販売,87025
2021-02-26,23632,通信販売,70225
2021-02-26,28626,宿泊施設,4096
2021-02-26,24330,旅行代理店,29584
2021-02-26,28274,旅行代理店,59536
2021-02-26,28426,宿泊施設,43681
2021-02-26,27634,通信販売,11236
2021-02-26,28627,飲食店,34225
2021-02-26,28627,百貨店,88209
2021-02-26,27915,ETC,77841
2021-02-26,26174,ETC,3844
2021-02-26,23007,ETC,52441
2021-02-26,23007,宿泊施設,94249
2021-02-26,26342,ETC,1681
2021-02-26,28238,通信販売,16384
2021-02-26,23422,宿泊施設,15376
2021-02-26,24753,通信販売,35344
2021-02-26,27826,航空会社,1024
2021-02-26,20433,航空会社,66564
2021-02-26,20412,宿泊施設,78961
2021-02-26,28072,ETC,45796
2021-02-26,28072,宿泊施設,5929
2021-02-26,20416,ETC,10404
2021-02-26,20416,宿泊施設,20164
2021-02-26,24153,宿泊施設,17424
2021-02-26,26719,通信販売,108900
2021-02-26,22491,航空会社,1156
2021-02-26,28652,航空会社,12769
2021-02-26,26952,旅行代理店,4761
2021-02-26,21227,通信販売,104329
2021-02-26,22547,通信販売,23716
2021-02-26,24004,航空会社,43681
2021-02-26,25176,飲食店,93025
2021-02-26,25176,百貨店,44100
2021-02-26,22068,宿泊施設,3025
2021-02-26,24008,飲食店,14161
2021-02-26,24008,百貨店,69696
2021-02-26,21906,航空会社,36864
2021-02-26,23823,ETC,26896
2021-02-26,22513,宿泊施設,31329
2021-02-26,22433,百貨店,65536
2021-02-26,24399,旅行代理店,19321
2021-02-26,25084,飲食店,4356
2021-02-26,28327,ETC,35721
2021-02-26,28327,宿泊施設,62500
2021-02-26,20003,通信販売,94864
2021-02-26,24930,旅行代理店,3600
2021-02-26,21991,旅行代理店,1296
2021-02-26,22209,宿泊施設,51076
2021-02-26,28378,旅行代理店,22500
2021-02-26,25919,ETC,34596
2021-02-26,25919,宿泊施設,65025
2021-02-26,28357,飲食店,33856
2021-02-26,28357,百貨店,25600
2021-02-27,21958,航空会社,22201
2021-02-27,20827,ETC,49284
2021-02-27,21720,旅行代理店,99856
2021-02-27,28230,宿泊施設,11449
2021-02-27,20117,通信販売,33489
2021-02-27,20652,ETC,1296
2021-02-27,20652,宿泊施設,23716
2021-02-27,23330,宿泊施設,1521
2021-02-27,26088,飲食店,1089
2021-02-27,22562,ETC,3249
2021-02-27,22562,宿泊施設,22201
2021-02-27,25988,ETC,70225
2021-02-27,25810,通信販売,32041
2021-02-27,26633,飲食店,13456
2021-02-27,28530,ETC,99856
2021-02-27,28530,宿泊施設,72361
2021-02-27,28155,ETC,51984
2021-02-27,26283,航空会社,46656
2021-02-27,28673,ETC,5184
2021-02-27,28673,宿泊施設,106929
2021-02-27,21915,通信販売,77284
2021-02-27,26549,旅行代理店,107584
2021-02-27,27785,宿泊施設,82944
2021-02-27,26833,百貨店,55696
2021-02-27,23186,ETC,8649
2021-02-27,23186,宿泊施設,25921
2021-02-27,21790,宿泊施設,1296
2021-02-27,25583,航空会社,5184
2021-02-27,26989,飲食店,44944
2021-02-27,26989,百貨店,38416
2021-02-27,20509,宿泊施設,10000
2021-02-27,26981,航空会社,108900
2021-02-27,27391,旅行代理店,22801
2021-02-27,25699,宿泊施設,59536
2021-02-27,27878,航空会社,67600
2021-02-27,22437,航空会社,35344
2021-02-27,26915,航空会社,2304
2021-02-27,26767,旅行代理店,21316
2021-02-27,27383,旅行代理店,62001
2021-02-27,24719,ETC,11025
2021-02-27,27432,ETC,21025
2021-02-27,27432,宿泊施設,8649
2021-02-27,21295,ETC,55696
2021-02-27,21295,宿泊施設,2809
2021-02-27,22744,百貨店,76176
2021-02-27,25315,通信販売,11664
2021-02-27,20131,ETC,38416
2021-02-27,20131,宿泊施設,7225
2021-02-27,25535,航空会社,19600
2021-02-27,27414,飲食店,69696
2021-02-27,24806,ETC,10000
2021-02-27,24806,宿泊施設,11881
2021-02-27,24501,通信販売,30976
2021-02-27,22789,百貨店,17689
2021-02-27,20889,宿泊施設,83521
2021-02-27,25328,宿泊施設,30625
2021-02-27,22820,航空会社,32761
2021-02-27,23132,宿泊施設,61504
2021-02-27,23986,ETC,1024
2021-02-27,28999,航空会社,33124
2021-02-27,24605,飲食店,99856
2021-02-27,23743,飲食店,15376
2021-02-27,27372,百貨店,46225
2021-02-27,21057,航空会社,90601
2021-02-27,28848,宿泊施設,33856
2021-02-27,21408,宿泊施設,16384
2021-02-27,28870,ETC,35721
2021-02-27,28870,宿泊施設,97344
2021-02-27,28252,ETC,1024
2021-02-27,28252,宿泊施設,39601
2021-02-27,21586,通信販売,22801
2021-02-27,25045,ETC,32041
2021-02-27,25045,宿泊施設,4225
2021-02-27,23527,航空会社,33856
2021-02-27,25499,航空会社,27556
2021-02-27,24548,ETC,2025
2021-02-27,24548,宿泊施設,91204
2021-02-27,23994,通信販売,65025
2021-02-27,24906,宿泊施設,53361
2021-02-27,26789,宿泊施設,87025
2021-02-27,23574,旅行代理店,69696
2021-02-27,28377,飲食店,36481
2021-02-27,28377,百貨店,17689
2021-02-27,27709,ETC,98596
2021-02-27,27709,宿泊施設,106276
2021-02-27,25935,宿泊施設,108900
2021-02-27,21325,航空会社,10201
2021-02-27,21328,通信販売,37636
2021-02-27,28993,飲食店,10816
2021-02-27,21966,百貨店,55696
2021-02-27,21055,宿泊施設,4761
2021-02-27,28786,航空会社,2704
2021-02-27,27019,通信販売,1296
2021-02-27,20931,百貨店,71289
2021-02-27,26833,宿泊施設,90601
2021-02-27,23474,ETC,1089
2021-02-27,23293,航空会社,12996
2021-02-27,27547,旅行代理店,12100
2021-02-27,21541,旅行代理店,97344
2021-02-27,24112,宿泊施設,78961
2021-02-27,27938,宿泊施設,92416
2021-02-27,27551,航空会社,27889
2021-02-27,26585,航空会社,2704
2021-02-27,25816,飲食店,59536
2021-02-27,25816,百貨店,28561
2021-02-27,22607,宿泊施設,44100
2021-02-27,23063,飲食店,8464
2021-02-27,26066,航空会社,55225
2021-02-27,25583,ETC,105625
2021-02-27,25583,宿泊施設,3844
2021-02-27,27285,通信販売,6724
2021-02-27,26485,飲食店,45369
2021-02-27,20341,ETC,7056
2021-02-27,20341,宿泊施設,47089
2021-02-27,26381,飲食店,5184
2021-02-27,26381,百貨店,76729
2021-02-27,25727,航空会社,5476
2021-02-27,22104,ETC,6561
2021-02-27,22104,宿泊施設,21025
2021-02-27,24197,通信販売,2704
2021-02-27,28540,百貨店,7744
2021-02-28,23912,百貨店,11664
2021-02-28,28651,百貨店,75076
2021-02-28,27611,飲食店,40804
2021-02-28,27611,百貨店,80656
2021-02-28,20436,航空会社,65536
2021-02-28,28759,飲食店,2401
2021-02-28,28759,百貨店,7569
2021-02-28,24529,飲食店,58081
2021-02-28,24529,百貨店,38416
2021-02-28,20300,通信販売,38416
2021-02-28,22953,飲食店,27225
2021-02-28,24868,航空会社,40804
2021-02-28,26648,飲食店,1024
2021-02-28,21359,百貨店,2304
2021-02-28,27827,航空会社,22801
2021-02-28,21584,旅行代理店,67081
2021-02-28,26419,ETC,33124
2021-02-28,26419,宿泊施設,18769
2021-02-28,20929,飲食店,71824
2021-02-28,20929,百貨店,21609
2021-02-28,20889,旅行代理店,58081
2021-02-28,26940,旅行代理店,24336
2021-02-28,26160,百貨店,37249
2021-02-28,20541,ETC,961
2021-02-28,20541,宿泊施設,54289
2021-02-28,28227,宿泊施設,93025
2021-02-28,22190,ETC,75625
2021-02-28,22190,宿泊施設,27556
2021-02-28,21520,通信販売,41209
2021-02-28,24713,ETC,28561
2021-02-28,24713,宿泊施設,85264
2021-02-28,25535,航空会社,69169
2021-02-28,22559,航空会社,97969
2021-02-28,23083,通信販売,58081
2021-02-28,23387,航空会社,29584
2021-02-28,24671,宿泊施設,17424
2021-02-28,28976,百貨店,37249
2021-02-28,28777,ETC,13456
2021-02-28,24484,ETC,101761
2021-02-28,24484,宿泊施設,58564
2021-02-28,20247,航空会社,32400
2021-02-28,26634,ETC,69696
2021-02-28,26634,宿泊施設,87025
2021-02-28,28247,宿泊施設,29241
2021-02-28,27021,百貨店,33124
2021-02-28,25433,飲食店,1681
2021-02-28,23739,航空会社,3364
2021-02-28,24869,宿泊施設,24964
2021-02-28,20775,ETC,14161
2021-02-28,20775,宿泊施設,99225
2021-02-28,21743,航空会社,61504
2021-02-28,24458,飲食店,2209
2021-02-28,24458,百貨店,13924
2021-02-28,26838,通信販売,72900
2021-02-28,20781,航空会社,5476
2021-02-28,20997,百貨店,23716
2021-02-28,26408,ETC,100489
2021-02-28,20859,旅行代理店,84681
2021-02-28,23262,ETC,18225
2021-02-28,23262,宿泊施設,18496
2021-02-28,23960,宿泊施設,50625
2021-02-28,25737,ETC,78400
2021-02-28,25737,宿泊施設,42436
2021-02-28,22845,通信販売,2304
2021-02-28,24575,宿泊施設,42436
2021-02-28,21127,通信販売,12321
2021-02-28,21238,航空会社,80656
2021-02-28,27902,飲食店,40000
2021-02-28,27902,百貨店,61009
2021-02-28,23164,航空会社,3969
2021-02-28,25468,旅行代理店,26896
2021-02-28,24302,宿泊施設,53824
2021-02-28,23894,航空会社,38809
2021-02-28,20165,ETC,3844
2021-02-28,20165,宿泊施設,83521
2021-02-28,20990,旅行代理店,38025
2021-02-28,25106,ETC,5476
2021-02-28,23742,宿泊施設,102400
2021-02-28,26815,旅行代理店,22801
2021-02-28,27396,飲食店,71289
2021-02-28,27396,百貨店,6889
2021-02-28,26821,百貨店,90601
2021-02-28,28798,航空会社,94249
2021-02-28,26814,通信販売,1024
2021-02-28,22939,ETC,33856
2021-02-28,20765,通信販売,60025
