顧客番号,性別,居住地区,持ち家,年収,生年月日
21880,女性,杉並区,なし,5500000,1973-03-18
21881,男性,杉並区,あり,6300000,1977-09-18
21882,女性,世田谷区,あり,7000000,1978-11-18
21883,女性,世田谷区,あり,5700000,1985-01-08
21884,女性,杉並区,なし,4100000,1961-11-02
21885,男性,杉並区,あり,6200000,1973-10-18
21886,男性,目黒区,なし,4700000,2000-04-27
21887,女性,杉並区,あり,6900000,1968-09-13
21888,女性,世田谷区,なし,5500000,2001-12-04
21889,女性,品川区,あり,3900000,1994-11-09
21890,女性,杉並区,なし,4600000,1986-03-03
21891,男性,目黒区,なし,4800000,1989-11-02
21892,男性,品川区,あり,7900000,1982-03-11
21893,女性,品川区,なし,3800000,1999-05-10
21894,男性,品川区,あり,6900000,1983-06-17
21895,女性,目黒区,なし,7200000,1976-01-10
21896,男性,目黒区,あり,4000000,1970-02-12
21897,男性,品川区,なし,7300000,1963-12-16
21898,男性,品川区,なし,5600000,1985-07-25
21899,女性,世田谷区,あり,4600000,1968-04-18
21900,男性,品川区,あり,6300000,1978-09-15
21901,女性,世田谷区,なし,3000000,1992-11-26
21902,女性,杉並区,なし,4700000,1996-02-28
21903,男性,目黒区,あり,6300000,1966-09-01
21904,男性,品川区,なし,7100000,1967-12-10
21905,男性,世田谷区,なし,7900000,1985-11-09
21906,男性,世田谷区,あり,6300000,1976-08-05
21907,女性,杉並区,あり,3800000,1976-04-19
21908,男性,品川区,あり,7500000,1987-02-14
21909,男性,品川区,あり,6600000,1972-07-07
21910,女性,世田谷区,あり,3600000,1965-09-08
21911,女性,目黒区,なし,5000000,1969-04-17
21912,男性,杉並区,あり,3700000,1985-11-10
21913,男性,世田谷区,あり,3700000,1966-12-20
21914,女性,品川区,あり,6500000,1978-10-02
21915,女性,目黒区,なし,5800000,1975-01-28
21916,女性,目黒区,あり,6200000,1992-02-14
21917,女性,杉並区,あり,7200000,1969-07-04
21918,男性,目黒区,あり,5800000,1988-11-05
21919,女性,杉並区,あり,6100000,1976-04-07
21920,男性,杉並区,なし,4600000,1991-04-05
21921,女性,世田谷区,あり,5200000,1976-06-26
21922,女性,品川区,なし,4400000,1988-06-07
21923,男性,世田谷区,なし,6000000,1965-06-19
21924,女性,目黒区,なし,4000000,1964-07-24
21925,男性,世田谷区,なし,2100000,2002-02-28
21926,女性,品川区,なし,5400000,1976-06-04
21927,男性,杉並区,なし,6400000,1977-04-26
21928,女性,世田谷区,あり,4300000,1983-07-16
21929,男性,世田谷区,なし,3900000,1990-03-18
21930,男性,目黒区,なし,2900000,1981-08-26
21931,女性,世田谷区,なし,5800000,1981-08-27
21932,男性,世田谷区,あり,5700000,1997-12-13
21933,女性,杉並区,あり,5900000,1976-09-26
21934,女性,杉並区,あり,3800000,1998-09-14
21935,女性,杉並区,あり,2000000,1999-10-06
21936,男性,品川区,あり,6200000,1985-01-11
21937,男性,世田谷区,なし,6600000,1986-12-22
21938,男性,目黒区,あり,5800000,1977-05-18
21939,女性,品川区,あり,6000000,1997-07-14
21940,男性,目黒区,あり,6800000,1996-05-01
21941,女性,世田谷区,あり,3700000,1984-05-19
21942,女性,杉並区,あり,2700000,2001-01-02
21943,女性,杉並区,なし,8400000,1981-05-16
21944,男性,目黒区,あり,1700000,1996-02-02
21945,男性,品川区,あり,4200000,1976-03-26
21946,男性,世田谷区,なし,2400000,1989-02-28
21947,男性,杉並区,あり,6200000,2001-01-10
21948,男性,世田谷区,なし,4900000,1987-04-25
21949,男性,品川区,あり,6000000,1978-03-26
21950,男性,杉並区,あり,3000000,1986-11-14
21951,男性,目黒区,あり,6400000,1973-03-03
21952,男性,目黒区,なし,7200000,1981-02-18
21953,男性,杉並区,なし,4300000,1986-07-15
21954,男性,杉並区,あり,7800000,1969-06-01
21955,女性,品川区,あり,4400000,1973-09-27
21956,男性,杉並区,なし,3900000,1971-09-21
21957,女性,品川区,なし,7900000,1965-02-15
21958,女性,目黒区,なし,7300000,1973-06-09
21959,男性,杉並区,あり,3600000,1985-04-25
21960,女性,杉並区,なし,6100000,1968-03-16
21961,男性,杉並区,なし,3000000,1991-05-08
21962,女性,目黒区,あり,4600000,1964-10-13
21963,女性,世田谷区,あり,4700000,1990-08-07
21964,男性,目黒区,あり,7300000,1987-01-05
21965,女性,世田谷区,なし,3900000,1991-07-06
21966,男性,品川区,あり,6800000,1974-04-21
21967,女性,品川区,なし,6000000,1983-12-13
21968,女性,目黒区,あり,4400000,1967-12-07
21969,女性,杉並区,なし,5200000,1982-10-16
21970,男性,目黒区,なし,5400000,1981-11-16
21971,女性,杉並区,なし,8300000,1978-07-23
21972,男性,世田谷区,なし,3000000,1982-03-28
21973,男性,品川区,なし,3000000,1967-07-28
21974,女性,目黒区,なし,5600000,1977-02-22
21975,男性,杉並区,なし,6700000,1964-12-06
21976,男性,品川区,なし,4600000,1988-10-18
21977,男性,目黒区,なし,5900000,1988-01-20
21978,男性,品川区,なし,4300000,1992-09-08
21979,女性,目黒区,なし,3900000,1994-06-11
21980,女性,品川区,あり,5000000,1963-08-03
21981,女性,品川区,あり,4500000,1976-06-17
21982,男性,杉並区,あり,3900000,1995-10-12
21983,女性,品川区,あり,5000000,1963-08-01
21984,女性,世田谷区,なし,7200000,1990-06-22
21985,男性,世田谷区,なし,6900000,1976-12-13
21986,男性,世田谷区,なし,8000000,1976-09-20
21987,女性,目黒区,あり,4400000,1994-02-06
21988,男性,杉並区,あり,6700000,1975-10-02
21989,男性,目黒区,なし,3700000,1999-12-18
21990,男性,杉並区,なし,4000000,1977-07-28
21991,女性,杉並区,なし,7000000,1981-05-10
21992,女性,品川区,なし,7400000,1976-12-23
21993,男性,品川区,あり,5500000,1975-07-19
21994,男性,品川区,なし,3700000,1992-08-06
21995,女性,杉並区,あり,3200000,1997-02-09
21996,女性,目黒区,あり,3400000,1985-12-14
21997,男性,世田谷区,あり,8000000,1978-03-04
21998,男性,杉並区,なし,5700000,1972-04-06
21999,男性,杉並区,なし,5800000,1980-07-11
22000,女性,品川区,あり,6800000,1987-05-03
22001,女性,世田谷区,あり,7900000,1979-06-06
22002,女性,目黒区,あり,3400000,1989-09-12
22003,女性,杉並区,あり,6100000,1987-08-19
22004,女性,目黒区,あり,7500000,1973-10-10
22005,女性,杉並区,あり,6400000,1983-03-17
22006,男性,品川区,あり,7500000,1975-02-19
22007,女性,品川区,なし,6600000,1995-04-26
22008,女性,杉並区,あり,3100000,1992-05-01
22009,女性,目黒区,あり,4600000,1983-02-28
22010,男性,品川区,あり,2800000,1996-05-18
22011,女性,世田谷区,なし,7100000,1981-05-23
22012,男性,世田谷区,あり,7100000,1967-07-05
22013,女性,品川区,あり,5100000,1995-04-21
22014,男性,目黒区,あり,4700000,1989-06-04
22015,男性,杉並区,なし,7600000,1970-10-06
22016,男性,目黒区,あり,6800000,1982-12-06
22017,女性,品川区,あり,5100000,1958-11-03
22018,男性,杉並区,あり,3800000,1996-05-13
22019,男性,杉並区,なし,5200000,2000-11-23
22020,男性,杉並区,あり,4900000,1993-09-02
22021,男性,目黒区,あり,4900000,1977-10-26
22022,女性,品川区,なし,4600000,1973-11-28
22023,女性,目黒区,なし,6600000,1987-11-22
22024,女性,目黒区,なし,7200000,1977-12-02
22025,男性,目黒区,なし,3900000,1982-11-10
22026,男性,品川区,なし,3700000,1974-06-04
22027,女性,目黒区,あり,3200000,2000-09-02
22028,男性,世田谷区,なし,5600000,1982-01-22
22029,男性,世田谷区,あり,7000000,1976-11-01
22030,女性,杉並区,あり,3700000,1974-04-01
22031,女性,杉並区,なし,7800000,1969-04-07
22032,男性,品川区,なし,3500000,1999-12-11
22033,女性,世田谷区,なし,7300000,1974-05-12
22034,女性,品川区,なし,2600000,1988-03-26
22035,男性,杉並区,なし,4100000,1962-07-02
22036,女性,杉並区,あり,6700000,1985-04-04
22037,女性,杉並区,あり,4200000,1994-06-27
22038,女性,品川区,あり,7300000,1983-11-14
22039,男性,世田谷区,なし,3200000,1987-12-13
22040,女性,目黒区,なし,7900000,1988-10-15
22041,女性,杉並区,あり,2700000,1985-10-27
22042,男性,世田谷区,あり,5100000,1986-09-01
22043,女性,品川区,あり,7800000,1968-04-25
22044,男性,世田谷区,あり,7400000,1962-11-11
22045,男性,目黒区,あり,4300000,1990-09-13
22046,男性,世田谷区,あり,6200000,1965-02-17
22047,女性,目黒区,なし,5200000,1970-09-18
22048,男性,品川区,あり,2400000,2001-01-06
22049,女性,杉並区,なし,7600000,1963-10-06
22050,男性,目黒区,あり,5200000,1962-09-19
22051,女性,目黒区,なし,4200000,1994-06-19
22052,男性,目黒区,なし,7600000,1988-09-18
22053,男性,品川区,あり,7000000,1977-03-26
22054,女性,世田谷区,なし,8000000,1960-04-26
22055,男性,目黒区,あり,4100000,1968-03-24
22056,男性,目黒区,なし,3800000,1993-02-05
22057,女性,目黒区,なし,6800000,1961-03-19
22058,女性,杉並区,なし,4600000,1960-08-12
22059,女性,世田谷区,なし,5400000,1975-10-17
22060,男性,杉並区,なし,5500000,1966-08-02
22061,女性,品川区,なし,6800000,1961-02-28
22062,女性,品川区,なし,3800000,1979-07-09
22063,男性,品川区,なし,3000000,1994-01-19
22064,女性,品川区,あり,5600000,1969-02-10
22065,男性,目黒区,あり,4200000,1964-07-12
22066,男性,目黒区,あり,5500000,1976-01-21
22067,女性,品川区,あり,5300000,1963-06-23
22068,男性,杉並区,なし,7200000,1976-04-26
22069,女性,杉並区,あり,4200000,1990-09-26
22070,女性,杉並区,なし,5700000,1972-08-11
22071,女性,目黒区,あり,3800000,1985-06-03
22072,男性,世田谷区,なし,7200000,1964-08-22
22073,男性,世田谷区,なし,3700000,1994-09-08
22074,女性,杉並区,なし,7100000,1969-05-09
22075,女性,目黒区,あり,4800000,1959-05-18
22076,男性,目黒区,あり,7700000,1973-01-09
22077,女性,杉並区,なし,4800000,1987-05-18
22078,女性,世田谷区,あり,7000000,1980-01-16
22079,男性,世田谷区,なし,4100000,1979-01-25
22080,女性,杉並区,なし,5100000,1981-03-21
22081,男性,目黒区,あり,7200000,1978-12-14
22082,男性,品川区,あり,7200000,1960-01-03
22083,男性,杉並区,あり,6800000,1960-10-01
22084,女性,品川区,なし,6100000,1992-12-21
22085,女性,品川区,なし,6300000,1987-03-03
22086,女性,品川区,あり,5000000,1974-05-05
22087,男性,品川区,あり,4900000,1994-11-05
22088,女性,世田谷区,なし,4400000,1971-10-07
22089,男性,杉並区,あり,5400000,1996-06-11
22090,男性,世田谷区,なし,7100000,1977-06-25
22091,男性,目黒区,あり,6600000,1982-11-28
22092,女性,品川区,あり,4200000,1965-10-25
22093,女性,目黒区,なし,5600000,1969-04-11
22094,男性,品川区,あり,8000000,1970-03-15
22095,女性,品川区,なし,7000000,1963-08-08
22096,男性,世田谷区,あり,5800000,1989-01-17
22097,男性,目黒区,あり,7500000,1975-05-16
22098,男性,杉並区,あり,4800000,1985-03-22
22099,男性,品川区,あり,7000000,1973-03-11
22100,男性,品川区,なし,4900000,1972-10-11
22101,男性,杉並区,あり,3400000,1998-03-13
22102,女性,杉並区,あり,2300000,1991-09-25
22103,女性,杉並区,なし,5500000,1984-01-20
22104,男性,目黒区,なし,5200000,1974-01-12
22105,男性,世田谷区,あり,5500000,1993-04-01
22106,女性,品川区,なし,5700000,1985-02-03
22107,男性,世田谷区,なし,7300000,1966-07-14
22108,女性,品川区,なし,5200000,1981-10-14
22109,男性,目黒区,あり,6400000,1972-05-07
22110,女性,世田谷区,なし,2900000,1989-09-05
22111,女性,品川区,あり,6900000,1964-02-18
22112,女性,目黒区,なし,5200000,1984-04-24
22113,女性,杉並区,なし,6500000,1976-10-14
22114,女性,世田谷区,なし,2400000,1995-10-13
22115,女性,世田谷区,あり,5500000,1991-12-23
22116,女性,世田谷区,なし,5100000,1981-05-16
22117,男性,世田谷区,なし,3900000,1960-11-08
22118,女性,杉並区,あり,3400000,1993-10-22
22119,男性,品川区,なし,5700000,1962-08-25
22120,女性,杉並区,なし,3900000,1978-04-20
22121,男性,品川区,なし,7100000,1967-11-13
22122,女性,世田谷区,あり,4600000,1971-04-24
22123,男性,品川区,なし,5800000,1970-01-08
22124,男性,目黒区,あり,5700000,1988-09-08
22125,女性,目黒区,あり,6600000,1975-05-15
22126,男性,世田谷区,あり,7500000,1977-07-07
22127,女性,品川区,なし,5700000,1981-08-13
22128,女性,品川区,あり,3800000,1986-07-04
22129,女性,目黒区,あり,6300000,1983-06-28
22130,女性,杉並区,あり,4800000,1987-09-24
22131,女性,目黒区,あり,4200000,1983-09-01
22132,男性,品川区,あり,4300000,1964-10-28
22133,男性,杉並区,なし,3600000,1996-12-13
22134,女性,杉並区,あり,7000000,1987-06-13
22135,男性,品川区,なし,4000000,1965-05-23
22136,男性,目黒区,なし,3900000,1997-05-25
22137,男性,品川区,あり,7900000,1974-05-23
22138,男性,杉並区,なし,4700000,1975-02-11
22139,女性,杉並区,なし,7500000,1972-06-16
22140,男性,杉並区,あり,3400000,1959-08-15
22141,女性,杉並区,あり,7100000,1986-07-09
22142,女性,目黒区,なし,4500000,1982-01-27
22143,男性,杉並区,あり,5000000,1989-05-01
22144,女性,杉並区,なし,7100000,1970-02-22
22145,女性,目黒区,あり,2900000,1998-10-07
22146,男性,杉並区,あり,3500000,1995-06-12
22147,男性,目黒区,あり,6300000,1966-02-26
22148,男性,世田谷区,なし,4500000,1963-05-03
22149,女性,世田谷区,なし,8100000,1968-09-11
22150,男性,杉並区,なし,6400000,1970-07-25
22151,女性,杉並区,なし,4800000,1966-07-08
22152,男性,杉並区,なし,5500000,1991-08-02
22153,女性,品川区,あり,5600000,1957-08-19
22154,男性,世田谷区,あり,4700000,1981-11-13
22155,男性,杉並区,なし,6600000,1980-05-16
22156,女性,世田谷区,なし,6000000,1972-11-23
22157,男性,杉並区,あり,4400000,1975-09-19
22158,女性,品川区,あり,4200000,1958-12-20
22159,女性,杉並区,あり,5000000,1983-05-08
22160,男性,品川区,あり,6700000,1975-02-26
22161,女性,目黒区,なし,1900000,1997-02-26
22162,男性,品川区,なし,4400000,1979-12-20
22163,男性,品川区,なし,4200000,1986-03-14
22164,男性,目黒区,なし,4600000,1976-08-08
22165,女性,杉並区,なし,5200000,1967-03-14
22166,男性,品川区,あり,6500000,1975-07-22
22167,女性,杉並区,なし,2700000,1985-10-20
22168,女性,品川区,あり,5800000,1980-10-06
22169,女性,世田谷区,あり,4500000,1963-10-17
22170,男性,世田谷区,なし,3900000,1982-10-05
22171,男性,品川区,なし,4800000,1992-10-08
22172,女性,目黒区,あり,3700000,1967-05-03
22173,男性,世田谷区,なし,6300000,1984-05-04
22174,男性,品川区,なし,6800000,1974-10-07
22175,男性,品川区,あり,7000000,1984-08-20
22176,男性,世田谷区,なし,6400000,1981-07-12
22177,男性,杉並区,なし,3400000,1970-05-16
22178,男性,目黒区,あり,5100000,1974-03-17
22179,女性,品川区,なし,4500000,1979-05-01
22180,女性,目黒区,なし,6000000,1976-10-09
22181,女性,品川区,あり,3900000,1984-11-02
22182,女性,品川区,なし,6500000,1972-05-17
22183,男性,品川区,あり,6000000,1965-03-24
22184,男性,杉並区,あり,4700000,1986-02-11
22185,女性,杉並区,なし,6200000,1975-09-10
22186,女性,世田谷区,あり,8000000,1976-01-11
22187,女性,品川区,あり,5200000,1995-05-06
22188,男性,世田谷区,あり,3700000,1979-07-13
22189,女性,目黒区,あり,6700000,1980-12-24
22190,男性,世田谷区,あり,4600000,1993-08-14
22191,男性,杉並区,なし,3800000,1998-03-17
22192,男性,世田谷区,なし,6200000,1958-12-28
22193,女性,世田谷区,あり,5400000,1975-09-19
22194,女性,品川区,なし,5000000,1979-10-26
22195,男性,品川区,なし,4900000,1988-03-14
22196,女性,目黒区,なし,5800000,1979-05-09
22197,女性,世田谷区,なし,5900000,1980-07-19
22198,女性,品川区,あり,4400000,1990-04-05
22199,男性,目黒区,あり,3700000,1990-01-04
22200,男性,杉並区,あり,7000000,1966-05-11
22201,男性,目黒区,あり,4900000,2002-09-08
22202,男性,目黒区,なし,8000000,1973-03-04
22203,女性,杉並区,あり,7200000,1971-11-24
22204,男性,杉並区,あり,6600000,1979-12-11
22205,男性,杉並区,あり,7300000,1988-10-20
22206,男性,杉並区,なし,7100000,1977-02-25
22207,女性,杉並区,あり,6700000,1969-05-09
22208,男性,目黒区,あり,8400000,1967-02-14
22209,男性,杉並区,なし,4000000,1967-04-27
22210,女性,目黒区,なし,5300000,1984-11-19
22211,女性,目黒区,なし,7700000,1975-06-10
22212,女性,目黒区,なし,2800000,1994-09-07
22213,男性,世田谷区,なし,4600000,1979-07-13
22214,男性,杉並区,なし,4300000,1994-10-11
22215,女性,世田谷区,あり,5400000,1989-04-28
22216,女性,杉並区,なし,4200000,1986-11-15
22217,男性,目黒区,なし,6500000,1985-12-05
22218,男性,品川区,あり,4500000,1985-04-23
22219,男性,世田谷区,あり,6400000,1981-03-14
22220,男性,世田谷区,なし,1800000,2001-01-15
22221,男性,目黒区,あり,3200000,1999-03-02
22222,女性,世田谷区,あり,5500000,1984-08-11
22223,女性,目黒区,あり,6800000,1977-10-26
22224,女性,杉並区,あり,4100000,1970-12-18
22225,男性,杉並区,なし,6100000,1984-03-06
22226,女性,目黒区,あり,7100000,1975-01-05
22227,男性,品川区,あり,7700000,1961-12-08
22228,男性,世田谷区,あり,3800000,1993-11-28
22229,女性,世田谷区,あり,4700000,1990-09-13
22230,男性,品川区,あり,5600000,1997-10-22
22231,男性,目黒区,あり,6600000,1978-12-15
22232,女性,品川区,なし,5800000,1988-03-28
22233,男性,目黒区,なし,5800000,1992-08-16
22234,男性,目黒区,なし,4900000,1983-12-12
22235,男性,目黒区,なし,3800000,1983-10-02
22236,女性,目黒区,なし,5300000,1995-05-15
22237,女性,品川区,なし,6300000,1983-10-07
22238,男性,杉並区,なし,6000000,1992-11-08
22239,男性,目黒区,あり,8000000,1972-03-08
22240,男性,目黒区,あり,6400000,1988-07-27
22241,女性,世田谷区,なし,4800000,1984-09-13
22242,男性,品川区,あり,5400000,1969-08-15
22243,女性,杉並区,なし,6000000,1990-11-05
22244,女性,品川区,あり,3300000,1995-03-09
22245,男性,杉並区,あり,5500000,1964-11-17
22246,女性,品川区,なし,7000000,1980-07-07
22247,男性,品川区,あり,5300000,1990-02-10
22248,女性,目黒区,あり,4500000,1990-09-24
22249,女性,世田谷区,あり,3900000,1992-10-17
22250,男性,目黒区,あり,6200000,1996-11-12
22251,男性,世田谷区,なし,4900000,1995-02-14
22252,女性,目黒区,なし,3200000,1986-05-28
22253,男性,世田谷区,あり,5700000,1963-08-16
22254,女性,世田谷区,なし,4300000,1975-01-01
22255,男性,目黒区,なし,2600000,1989-10-08
22256,女性,目黒区,なし,2300000,2001-10-19
22257,男性,杉並区,なし,7900000,1985-08-21
22258,男性,世田谷区,なし,4500000,1993-04-14
22259,男性,品川区,なし,4300000,1988-11-09
22260,女性,目黒区,あり,4600000,1975-08-16
22261,女性,品川区,なし,4600000,1976-06-11
22262,女性,杉並区,なし,3300000,1958-03-05
22263,女性,目黒区,なし,3400000,1982-09-09
22264,男性,品川区,なし,3700000,1991-02-16
22265,男性,目黒区,あり,5200000,1968-06-16
22266,女性,世田谷区,あり,6300000,1972-08-19
22267,男性,品川区,なし,8100000,1984-05-26
22268,男性,品川区,あり,6300000,1979-12-18
22269,女性,世田谷区,なし,3400000,1998-05-24
22270,女性,品川区,なし,3700000,1990-11-05
22271,女性,世田谷区,なし,3200000,1975-09-22
22272,女性,目黒区,なし,4300000,1972-06-16
22273,男性,目黒区,あり,7400000,1966-02-25
22274,男性,目黒区,なし,7300000,1977-01-01
22275,女性,世田谷区,あり,4600000,1975-10-20
22276,女性,杉並区,あり,6900000,1976-07-22
22277,女性,品川区,あり,7100000,1982-06-02
22278,男性,杉並区,なし,5200000,1981-05-04
22279,女性,品川区,なし,5300000,1986-01-03
22280,女性,目黒区,あり,6200000,1987-02-08
22281,男性,杉並区,なし,6400000,1970-08-13
22282,女性,目黒区,なし,6800000,1973-09-20
22283,女性,杉並区,なし,5900000,1967-06-16
22284,男性,杉並区,あり,6400000,1976-11-13
22285,女性,杉並区,なし,7000000,1973-09-19
22286,男性,杉並区,なし,5900000,1987-10-28
22287,男性,品川区,あり,6700000,1974-08-26
22288,男性,品川区,なし,5500000,1963-11-08
22289,女性,目黒区,あり,3100000,1996-08-21
22290,男性,世田谷区,なし,4900000,1989-03-17
22291,女性,目黒区,あり,5900000,1992-06-01
22292,男性,目黒区,あり,6800000,1985-11-11
22293,男性,世田谷区,あり,6500000,1981-03-02
22294,女性,世田谷区,なし,6900000,1975-09-13
22295,女性,杉並区,なし,7400000,1980-03-05
22296,男性,杉並区,あり,4900000,1979-08-27
22297,男性,世田谷区,なし,6600000,1975-03-17
22298,男性,品川区,なし,7000000,1974-09-27
22299,女性,目黒区,なし,5600000,1984-10-02
22300,女性,目黒区,あり,7500000,1970-06-21
22301,男性,杉並区,なし,7900000,1962-03-01
22302,女性,世田谷区,なし,5700000,1978-04-27
22303,女性,目黒区,なし,4700000,1977-05-07
22304,男性,品川区,あり,3700000,1990-12-25
22305,男性,世田谷区,なし,3600000,1995-06-09
22306,男性,杉並区,なし,6100000,1979-02-09
22307,女性,目黒区,あり,6400000,1973-02-25
22308,男性,品川区,あり,2500000,1998-04-26
22309,女性,世田谷区,なし,7100000,1972-12-03
22310,男性,杉並区,あり,5900000,1967-11-15
22311,男性,目黒区,なし,5800000,1972-01-11
22312,男性,品川区,なし,6200000,1997-09-27
22313,女性,品川区,なし,6700000,1985-05-07
22314,男性,目黒区,なし,3500000,1994-12-20
22315,男性,世田谷区,なし,6200000,1969-11-28
22316,男性,杉並区,なし,4700000,1977-04-26
22317,女性,品川区,あり,4200000,1961-01-03
22318,女性,杉並区,あり,5800000,1982-02-18
22319,男性,目黒区,なし,3500000,1991-10-22
22320,男性,杉並区,あり,5600000,1983-09-24
22321,男性,世田谷区,なし,4100000,1990-12-13
22322,男性,品川区,なし,3400000,1973-02-25
22323,女性,目黒区,あり,6500000,1981-06-19
22324,女性,世田谷区,あり,5600000,1985-08-01
22325,女性,世田谷区,なし,7600000,1966-02-26
22326,男性,目黒区,なし,7700000,1983-07-10
22327,女性,目黒区,なし,4800000,2000-05-28
22328,女性,品川区,あり,7000000,1965-08-07
22329,女性,杉並区,あり,5500000,1982-04-22
22330,女性,品川区,あり,3700000,1993-07-04
22331,女性,杉並区,なし,5000000,1979-11-23
22332,女性,世田谷区,あり,7400000,1968-09-19
22333,男性,品川区,あり,4300000,1986-09-07
22334,女性,品川区,あり,4700000,1989-01-27
22335,男性,世田谷区,なし,6000000,1968-11-23
22336,男性,杉並区,あり,5600000,1981-03-25
22337,男性,目黒区,あり,4400000,1990-05-17
22338,男性,品川区,なし,5400000,1967-03-14
22339,男性,目黒区,なし,4000000,1957-11-28
22340,女性,目黒区,あり,7800000,1985-04-11
22341,女性,杉並区,あり,4000000,1961-01-17
22342,女性,品川区,なし,5500000,1988-01-15
22343,男性,世田谷区,あり,7800000,1974-07-17
22344,女性,杉並区,なし,6500000,1995-10-06
22345,女性,品川区,あり,3900000,1997-04-04
22346,女性,世田谷区,あり,5300000,1978-08-27
22347,女性,世田谷区,あり,4100000,1996-10-03
22348,男性,目黒区,あり,7700000,1968-02-06
22349,女性,世田谷区,なし,4000000,1980-04-11
22350,女性,目黒区,なし,5600000,1976-03-12
22351,女性,杉並区,なし,7600000,1979-06-25
22352,女性,品川区,なし,7200000,1977-05-04
22353,男性,目黒区,なし,3500000,2000-06-18
22354,男性,品川区,なし,5900000,1988-01-11
22355,男性,世田谷区,あり,6200000,1978-08-16
22356,女性,品川区,あり,6400000,1966-07-15
22357,男性,杉並区,なし,7100000,1993-09-06
22358,女性,世田谷区,あり,4000000,1989-05-10
22359,男性,杉並区,なし,8100000,1959-09-13
22360,女性,杉並区,あり,5300000,1969-10-26
22361,男性,世田谷区,なし,5100000,1977-07-17
22362,女性,品川区,なし,6500000,1987-08-28
22363,女性,目黒区,あり,6100000,1983-02-12
22364,女性,杉並区,なし,4800000,1987-03-02
22365,女性,杉並区,なし,3800000,1987-05-26
22366,女性,世田谷区,なし,6400000,1982-02-21
22367,男性,杉並区,あり,5400000,1979-01-09
22368,女性,世田谷区,なし,5100000,1987-08-09
22369,女性,世田谷区,なし,5600000,1993-07-15
22370,女性,世田谷区,あり,6400000,1970-08-08
22371,女性,杉並区,あり,2500000,1994-09-26
22372,男性,目黒区,あり,6600000,1963-10-23
22373,女性,世田谷区,なし,5900000,1998-09-20
22374,女性,杉並区,なし,3500000,1988-07-25
22375,男性,杉並区,あり,6300000,1985-05-17
22376,女性,目黒区,なし,6000000,1985-01-25
22377,女性,目黒区,あり,2400000,1996-07-11
22378,男性,品川区,あり,3900000,1996-07-23
22379,女性,目黒区,あり,5800000,1984-01-25
22380,女性,品川区,あり,6800000,1981-03-18
22381,男性,世田谷区,なし,4400000,1984-10-11
22382,女性,世田谷区,あり,7500000,1981-12-05
22383,男性,杉並区,なし,2600000,1997-11-18
22384,男性,品川区,なし,6800000,1977-08-24
22385,男性,杉並区,なし,7900000,1967-08-16
22386,男性,杉並区,なし,4900000,1985-08-02
22387,女性,世田谷区,あり,5300000,1967-11-27
22388,女性,目黒区,なし,2900000,1990-04-21
22389,女性,世田谷区,あり,5400000,1976-03-07
22390,女性,目黒区,なし,3000000,1986-07-18
22391,女性,世田谷区,あり,5500000,1985-02-25
22392,男性,杉並区,なし,4500000,1996-02-16
22393,女性,世田谷区,あり,3100000,1993-01-03
22394,男性,目黒区,あり,5200000,1971-05-28
22395,男性,品川区,あり,4200000,1976-06-07
22396,男性,目黒区,なし,7000000,1966-10-19
22397,男性,目黒区,なし,7700000,1986-09-21
22398,女性,目黒区,あり,5400000,1974-03-16
22399,女性,杉並区,なし,3700000,1994-12-13
22400,女性,目黒区,あり,6000000,1969-08-16
22401,男性,目黒区,なし,2400000,1995-12-01
22402,男性,目黒区,あり,7100000,1980-02-20
22403,男性,目黒区,あり,6200000,1986-08-07
22404,男性,杉並区,なし,7200000,1971-03-23
22405,女性,世田谷区,あり,7400000,1959-01-15
22406,女性,杉並区,あり,4000000,1999-09-01
22407,女性,杉並区,なし,4100000,1989-01-09
22408,女性,世田谷区,あり,7700000,1960-06-23
22409,女性,世田谷区,あり,4500000,1957-05-02
22410,女性,目黒区,なし,4100000,1995-02-16
22411,女性,品川区,あり,5800000,1981-02-22
22412,女性,杉並区,なし,3100000,1979-09-22
22413,男性,世田谷区,なし,3900000,1965-11-25
22414,女性,目黒区,あり,4800000,1977-09-15
22415,女性,世田谷区,あり,6400000,1985-05-18
22416,女性,目黒区,あり,5900000,1989-01-15
22417,男性,世田谷区,なし,4500000,1988-09-10
22418,女性,品川区,あり,2900000,1980-12-03
22419,女性,品川区,あり,6300000,1976-02-09
22420,男性,品川区,あり,3700000,1991-03-07
22421,男性,品川区,なし,8000000,1978-08-16
22422,男性,品川区,なし,4500000,1999-01-21
22423,男性,品川区,なし,8100000,1964-01-12
22424,男性,品川区,あり,3900000,1975-09-10
22425,男性,目黒区,あり,1200000,2000-03-03
22426,男性,目黒区,あり,6300000,1959-11-03
22427,男性,目黒区,なし,3600000,1993-11-17
22428,男性,目黒区,なし,6100000,1975-08-05
22429,女性,世田谷区,なし,4600000,1990-04-28
22430,女性,品川区,なし,3900000,1997-08-21
22431,女性,世田谷区,なし,3200000,1993-05-05
22432,男性,杉並区,あり,5000000,1970-02-04
22433,男性,品川区,あり,4700000,1969-05-11
22434,女性,目黒区,なし,7600000,1988-11-26
22435,女性,目黒区,なし,5400000,1969-09-02
22436,女性,杉並区,あり,6800000,1979-01-10
22437,女性,杉並区,なし,4900000,1980-03-11
22438,男性,世田谷区,なし,6400000,1980-03-10
